iter	Passed	Remaining
1689	7404	1358
1690	7409	1353
1691	7413	1349
1692	7417	1345
1693	7421	1340
1694	7429	1336
1695	7433	1332
1696	7437	1327
1697	7441	1323
1698	7445	1319
1699	7448	1314
1700	7452	1310
1701	7456	1305
1702	7460	1301
1703	7464	1296
1704	7468	1292
1705	7471	1287
1706	7475	1283
1707	7479	1278
1708	7482	1274
1709	7486	1269
1710	7493	1265
1711	7497	1261
1712	7501	1256
1713	7505	1252
1714	7509	1247
1715	7512	1243
1716	7516	1238
1717	7520	1234
1718	7524	1229
1719	7527	1225
1720	7531	1220
1721	7534	1216
1722	7540	1212
1723	7544	1207
1724	7547	1203
1725	7551	1198
1726	7556	1194
1727	7562	1190
1728	7565	1185
1729	7569	1181
1730	7574	1177
1731	7578	1172
1732	7581	1168
1733	7587	1163
1734	7591	1159
1735	7595	1155
1736	7599	1150
1737	7604	1146
1738	7610	1142
1739	7614	1137
1740	7618	1133
1741	7624	1129
1742	7628	1124
1743	7632	1120
1744	7637	1116
1745	7641	1111
1746	7644	1107
1747	7649	1102
1748	7654	1098
1749	7658	1094
1750	7662	1089
1751	7666	1085
1752	7670	1080
1753	7675	1076
1754	7679	1072
1755	7683	1067
1756	7689	1063
1757	7693	1059
1758	7697	1054
1759	7701	1050
1760	7705	1045
1761	7710	1041
1762	7713	1036
1763	7719	1032
1764	7725	1028
1765	7728	1024
1766	7733	1019
1767	7738	1015
1768	7742	1010
1769	7745	1006
1770	7749	1002
1771	7755	997
1772	7758	993
1773	7762	988
1774	7766	984
1775	7772	980
1776	7775	975
1777	7779	971
1778	7784	967
1779	7788	962
1780	7793	958
1781	7797	953
1782	7802	949
1783	7806	945
1784	7810	940
1785	7814	936
1786	7820	932
1787	7824	927
1788	7829	923
1789	7834	919
1790	7838	914
1791	7842	910
1792	7846	905
1793	7851	901
1794	7855	897
1795	7859	892
1796	7863	888
1797	7867	883
1798	7871	879
1799	7875	875
1800	7877	870
1801	7882	866
1802	7886	861
1803	7890	857
1804	7894	852
1805	7898	848
1806	7903	844
1807	7907	839
1808	7911	835
1809	7915	830
1810	7919	826
1811	7923	822
1812	7927	817
1813	7930	813
1814	7935	808
1815	7939	804
1816	7943	799
1817	7947	795
1818	7952	791
1819	7956	786
1820	7960	782
1821	7964	778
1822	7969	773
1823	7973	769
1824	7976	764
1825	7981	760
1826	7985	756
1827	7989	751
1828	7993	747
1829	7996	742
1830	8000	738
1831	8004	734
1832	8008	729
1833	8012	725
1834	8017	720
1835	8021	716
1836	8025	712
1837	8030	707
1838	8034	703
1839	8038	699
1840	8042	694
1841	8048	690
1842	8052	685
1843	8056	681
1844	8061	677
1845	8065	672
1846	8069	668
1847	8074	664
1848	8081	659
1849	8086	655
1850	8090	651
1851	8097	647
1852	8102	642
1853	8106	638
1854	8110	634
1855	8116	629
1856	8120	625
1857	8124	620
1858	8130	616
1859	8134	612
1860	8138	607
1861	8142	603
1862	8148	599
1863	8152	594
1864	8156	590
1865	8160	586
1866	8165	581
1867	8169	577
1868	8172	572
1869	8176	568
1870	8180	564
1871	8184	559
1872	8189	555
1873	8193	550
1874	8197	546
1875	8201	542
1876	8205	537
1877	8213	533
1878	8218	529
1879	8229	525
1880	8236	521
1881	8241	516
1882	8246	512
1883	8251	508
1884	8255	503
1885	8260	499
1886	8264	494
1887	8268	490
1888	8272	486
1889	8277	481
1890	8281	477
1891	8285	472
1892	8289	468
1893	8293	464
1894	8298	459
1895	8302	455
1896	8306	451
1897	8311	446
1898	8316	442
1899	8320	437
1900	8325	433
1901	8329	429
1902	8332	424
1903	8337	420
1904	8343	416
1905	8348	411
1906	8352	407
1907	8357	402
1908	8360	398
1909	8365	394
1910	8369	389
1911	8373	385
1912	8377	380
1913	8381	376
1914	8385	372
1915	8389	367
1916	8393	363
1917	8397	358
1918	8400	354
1919	8405	350
1920	8409	345
1921	8413	341
1922	8417	337
1923	8421	332
1924	8425	328
1925	8429	323
1926	8433	319
1927	8437	315
1928	8441	310
1929	8445	306
1930	8449	301
1931	8454	297
1932	8458	293
1933	8462	288
1934	8465	284
1935	8471	280
1936	8475	275
1937	8480	271
1938	8484	266
1939	8488	262
1940	8492	258
1941	8496	253
1942	8499	249
1943	8504	244
1944	8507	240
1945	8511	236
1946	8515	231
1947	8520	227
1948	8521	222
1949	8525	218
1950	8528	214
1951	8532	209
1952	8539	205
1953	8542	201
1954	8547	196
1955	8551	192
1956	8555	187
1957	8559	183
1958	8563	179
1959	8567	174
1960	8572	170
1961	8575	166
1962	8579	161
1963	8582	157
1964	8586	152
1965	8590	148
1966	8593	144
1967	8597	139
1968	8601	135
1969	8605	131
1970	8609	126
1971	8613	122
1972	8616	117
1973	8621	113
1974	8624	109
1975	8628	104
1976	8631	100
1977	8635	96
1978	8638	91
1979	8643	87
1980	8646	82
1981	8650	78
1982	8654	74
1983	8658	69
1984	8661	65
1985	8665	61
1986	8670	56
1987	8674	52
1988	8677	47
1989	8681	43
1990	8687	39
1991	8690	34
1992	8695	30
1993	8698	26
1994	8702	21
1995	8706	17
1996	8710	13
1997	8714	8
1998	8717	4
1999	8721	0
