iter	RMSE
1515	0.132935949
1516	0.1328572538
1517	0.1326653905
1518	0.1325207408
1519	0.1322480857
1520	0.1321229347
1521	0.131951805
1522	0.1318385951
1523	0.1317869413
1524	0.1316109843
1525	0.1314251838
1526	0.1314052687
1527	0.1312305601
1528	0.1310676315
1529	0.1310494442
1530	0.1310231582
1531	0.1308793817
1532	0.1307807869
1533	0.1307556211
1534	0.1305362801
1535	0.1304526295
1536	0.1301985305
1537	0.1301782
1538	0.1300590566
1539	0.1299309152
1540	0.1297459236
1541	0.1295268506
1542	0.1294688961
1543	0.1292445215
1544	0.1292143143
1545	0.1291313192
1546	0.1290843722
1547	0.1290611503
1548	0.1289117046
1549	0.1288875028
1550	0.1286170964
1551	0.1285205723
1552	0.1284923238
1553	0.128474824
1554	0.1282882537
1555	0.1281585028
1556	0.1279833686
1557	0.1278812424
1558	0.1277094947
1559	0.1275495164
1560	0.1273712343
1561	0.127353609
1562	0.127210605
1563	0.1271806203
1564	0.127022063
1565	0.1269451449
1566	0.1266674211
1567	0.1265222442
1568	0.1263292221
1569	0.1260895755
1570	0.1258362336
1571	0.1256876135
1572	0.1255799922
1573	0.1255507657
1574	0.1253863695
1575	0.1251280873
1576	0.1249562915
1577	0.1249411709
1578	0.1247252004
1579	0.1246427999
1580	0.1244809667
1581	0.1243849406
1582	0.1242088833
1583	0.1240894446
1584	0.1240789309
1585	0.1239855513
1586	0.1237884
1587	0.1235694607
1588	0.1234375423
1589	0.1232645628
1590	0.1231505398
1591	0.1231331434
1592	0.1230036573
1593	0.1228974536
1594	0.1227228249
1595	0.122698472
1596	0.1225010032
1597	0.1223555508
1598	0.1222260143
1599	0.1220482625
1600	0.1219079657
1601	0.1218442101
1602	0.1217401271
1603	0.1215784441
1604	0.1214631393
1605	0.1214412399
1606	0.1214246775
1607	0.1212888686
1608	0.1210809805
1609	0.1210640096
1610	0.1210324829
1611	0.1208868049
1612	0.1208094043
1613	0.1207103677
1614	0.1205607486
1615	0.1204266807
1616	0.1203435912
1617	0.1202273243
1618	0.1200766742
1619	0.1198908751
1620	0.1198446635
1621	0.1197758067
1622	0.1195996955
1623	0.1194863531
1624	0.1193949699
1625	0.1193767892
1626	0.1192702347
1627	0.1190940092
1628	0.1189549018
1629	0.1188720631
1630	0.1187819548
1631	0.1185847418
1632	0.1183630473
1633	0.1183321214
1634	0.1181338626
1635	0.1181150448
1636	0.1180514808
1637	0.1179964376
1638	0.1179786064
1639	0.1178891065
1640	0.1176626564
1641	0.1175873895
1642	0.1173458873
1643	0.1172570504
1644	0.1172350205
1645	0.1172179359
1646	0.1171785794
1647	0.117162289
1648	0.117041391
1649	0.117029132
1650	0.1169084399
1651	0.1167806972
1652	0.1166302343
1653	0.1164212407
1654	0.1162714713
1655	0.1161244343
1656	0.115956339
1657	0.1157748839
1658	0.1157033446
1659	0.1156896853
1660	0.1155973631
1661	0.115418133
1662	0.1153358949
1663	0.1151299256
1664	0.1150530231
1665	0.1149429774
1666	0.1149281793
1667	0.1149017958
1668	0.1148332008
1669	0.1148124311
1670	0.1148005045
1671	0.1147339261
1672	0.1146185762
1673	0.114469494
1674	0.1144402576
1675	0.1142618304
1676	0.114249696
1677	0.1141948582
1678	0.1140680931
1679	0.1139328385
1680	0.1137224652
1681	0.1136214748
1682	0.1134888567
1683	0.1134692546
1684	0.1132827397
1685	0.1132728636
1686	0.1132617599
1687	0.1131429371
1688	0.1131317043
1689	0.1130047879
1690	0.1129049776
1691	0.1127579863
1692	0.1126024734
1693	0.1124314989
1694	0.1123233319
1695	0.1122980555
1696	0.1121495423
1697	0.1120906059
1698	0.1120542406
1699	0.1119152956
1700	0.1116990414
1701	0.111520713
1702	0.1114225075
1703	0.1111912171
1704	0.111168551
1705	0.1111037918
1706	0.1109475252
1707	0.1108598825
1708	0.1108512308
1709	0.1107500099
1710	0.1106165542
1711	0.1104695884
1712	0.1102888606
1713	0.1102043199
1714	0.110193537
1715	0.1099735653
1716	0.109965287
1717	0.1099550738
1718	0.1098445166
1719	0.1097658994
1720	0.1096507628
1721	0.1095210142
1722	0.1094196243
1723	0.1093731518
1724	0.1092769476
1725	0.1091310289
1726	0.1089630737
1727	0.1088774713
1728	0.1087146378
1729	0.1084974747
1730	0.1083082288
1731	0.1083013637
1732	0.1082431386
1733	0.1080439802
1734	0.1080305688
1735	0.1080187313
1736	0.1078852984
1737	0.1078725535
1738	0.1077170067
1739	0.1076572999
1740	0.1074088769
1741	0.1073932827
1742	0.1071502297
1743	0.1070199611
1744	0.1070071713
1745	0.1068913051
1746	0.106871697
1747	0.1068564169
1748	0.1067720141
1749	0.1066116366
1750	0.1065003151
1751	0.1064868235
1752	0.1063940229
1753	0.106224161
1754	0.1061280006
1755	0.1060434341
1756	0.105956801
1757	0.1057406613
1758	0.1056135578
1759	0.1054169673
1760	0.1054036172
1761	0.1052234996
1762	0.1051484472
1763	0.1050629598
1764	0.104931978
1765	0.1048250021
1766	0.104711702
1767	0.1046023462
1768	0.1045102137
1769	0.1044951957
1770	0.104390207
1771	0.1042978897
1772	0.1041631312
1773	0.1040319066
1774	0.1040196576
1775	0.1040057865
1776	0.1039222244
1777	0.1037650795
1778	0.1036767471
1779	0.103510901
1780	0.1034964388
1781	0.103423181
1782	0.1033188529
1783	0.1032332471
1784	0.1031593238
1785	0.1031431035
1786	0.10301573
1787	0.1028819265
1788	0.1027337595
1789	0.1025854888
1790	0.1024504992
1791	0.1023310867
1792	0.1021753598
1793	0.1019488675
1794	0.1018038981
1795	0.1016951808
1796	0.1015324585
1797	0.1013934929
1798	0.1011724498
1799	0.1010452412
1800	0.1010351818
1801	0.1009341324
1802	0.1007722794
1803	0.1007501411
1804	0.1007144744
1805	0.1006403879
1806	0.1006175992
1807	0.1004735174
1808	0.1002980377
1809	0.1002740774
1810	0.1002286678
1811	0.1001185084
1812	0.1000136217
1813	0.09988584162
1814	0.0998241862
1815	0.09974614511
1816	0.09965932988
1817	0.09957714115
1818	0.09945785512
1819	0.09934932282
1820	0.09925134686
1821	0.0991661617
1822	0.09912786474
1823	0.09901632115
1824	0.09891500389
1825	0.0988175178
1826	0.09865423553
1827	0.09856791451
1828	0.09841481237
1829	0.09838122394
1830	0.09837619823
1831	0.09822477338
1832	0.09813442931
1833	0.09809937425
1834	0.09797779598
1835	0.09796215182
1836	0.09779476178
1837	0.09772242492
1838	0.09767114357
1839	0.09751327751
1840	0.09742090635
1841	0.09721678574
1842	0.0971497643
1843	0.09696727886
1844	0.09695913022
1845	0.09694699831
1846	0.09681494123
1847	0.09674151178
1848	0.09666144822
1849	0.09650170974
1850	0.09644453917
1851	0.09643701971
1852	0.09627453304
1853	0.09625598221
1854	0.09604468164
1855	0.09598683936
1856	0.09587790517
1857	0.09577519942
1858	0.09565552984
1859	0.09559498737
1860	0.0954643283
1861	0.09545579522
1862	0.09537968517
1863	0.09523550281
1864	0.09514314896
1865	0.09513626164
1866	0.09499460408
1867	0.09486474918
1868	0.0948365449
1869	0.09468442741
1870	0.09458232815
1871	0.09448252871
1872	0.09446876083
1873	0.09438733199
1874	0.09428405615
1875	0.09415567373
1876	0.09400314366
1877	0.09391018019
1878	0.09389514915
1879	0.09378697224
1880	0.09375847797
1881	0.0937484854
1882	0.09366657126
1883	0.09356416898
1884	0.09347252727
1885	0.09346140357
1886	0.09331314463
1887	0.09318236411
1888	0.09309213455
1889	0.09299554137
1890	0.092898265
1891	0.09271444262
1892	0.0925649254
1893	0.09254267719
1894	0.09238581385
1895	0.09230002043
1896	0.0922766019
1897	0.09225085738
1898	0.09207986592
1899	0.0919720716
1900	0.09196114997
1901	0.09186058334
1902	0.09185364795
1903	0.09175716334
1904	0.09169425158
1905	0.09163070671
1906	0.09152348853
1907	0.09137642551
1908	0.09128465084
1909	0.0911179025
1910	0.09103748798
1911	0.091029724
1912	0.09086995274
1913	0.09073373065
1914	0.09061734019
1915	0.09054085767
1916	0.09051204674
1917	0.09050168532
1918	0.09049345516
1919	0.09039651486
1920	0.09031519485
1921	0.09022763962
1922	0.09021872386
1923	0.0902097701
1924	0.09019974782
1925	0.09010269313
1926	0.08998264664
1927	0.0899044963
1928	0.08975115024
1929	0.08969513366
1930	0.08961155789
1931	0.08948873428
1932	0.08934296119
1933	0.08933480211
1934	0.0892295454
1935	0.08913415243
1936	0.08912252675
1937	0.08896669128
1938	0.08885373916
1939	0.08884795414
1940	0.08878942245
1941	0.08867055156
1942	0.08865892018
1943	0.08849581601
1944	0.08840528275
1945	0.08829726313
1946	0.08828622045
1947	0.08819939482
1948	0.0881928109
1949	0.08814748801
1950	0.08811598629
1951	0.08806756006
1952	0.08797359954
1953	0.08794641989
1954	0.08792657388
1955	0.08791453984
1956	0.08785572874
1957	0.08779268098
1958	0.08765793604
1959	0.08759788351
1960	0.0875896303
1961	0.08754202746
1962	0.08749754534
1963	0.08741672017
1964	0.0873646319
1965	0.08727044121
1966	0.08726521395
1967	0.08712368736
1968	0.08711735506
1969	0.08700761508
1970	0.08692996074
1971	0.08692324433
1972	0.08677644642
1973	0.08667658678
1974	0.08665255616
1975	0.086529566
1976	0.08644045315
1977	0.08643171038
1978	0.08630555704
1979	0.08615519745
1980	0.08605071895
1981	0.08602213491
1982	0.08601458233
1983	0.08590407189
1984	0.08584490097
1985	0.08578244848
1986	0.08573602416
1987	0.08570092722
1988	0.08563519629
1989	0.08553281562
1990	0.0854332956
1991	0.08540566454
1992	0.08527296227
1993	0.08520764075
1994	0.08513683178
1995	0.08503672425
1996	0.08500545671
1997	0.08496402472
1998	0.08495778649
1999	0.08495290648
